HBL Bank - Account Statement
Account Number: PK36HABB0000123456789012
Statement Period: 01-Jan-2021 to 31-Dec-2025

Txn Date,Value Date,Description,Debit,Credit,Balance
14/05/2022,14/05/2022,PIZZA HUT DHA LHR 976180,"1,121.00",,
14/05/2022,14/05/2022,PSO FILLING STATION LHR 5368,"8,396.00",,
14-May-2022,14-May-2022,TOTAL PARCO LHR 1654,"5,730.00",,
14/05/2022,14/05/2022,CAREEM RIDE PK 72727,"589.00",,
15/05/2022,15/05/2022,SSGC GAS BILL 1LINK,"3,610.00",,
15/05/2022,15/05/2022,POS PURCHASE 5104 HYPERSTAR LHR,"3,176.00",,
15-May-2022,15-May-2022,POS PURCHASE 7640 HYPERSTAR LHR,"8,469.00",,
15/05/2022,15/05/2022,POS PURCHASE 6319 IMTIAZ SUPER MARKET LHR,"6,683.00",,
15/05/2022,15/05/2022,CAREEM RIDE PK 85444,"764.00",,
16/05/2022,16/05/2022,CHEEZIOUS PK 314123,"2,900.00",,
17-May-2022,17-May-2022,POS PURCHASE 2744 IMTIAZ SUPER MARKET LHR,"4,617.00",,
17/05/2022,17/05/2022,FOODPANDA PK LAHORE 338789,"847.00",,
17/05/2022,17/05/2022,CAREEM RIDE PK 74740,"393.00",,
18/05/2022,18/05/2022,PTCL BILL 1LINK 0042,"3,100.00",,
18-May-2022,18-May-2022,KFC GULBERG LHR 886109,"2,116.00",,
18/05/2022,18/05/2022,PIZZA HUT DHA LHR 618031,"646.00",,
18/05/2022,18/05/2022,TOTAL PARCO LHR 4956,"5,651.00",,
18/05/2022,18/05/2022,CAREEM RIDE PK 70559,"302.00",,
18-May-2022,18-May-2022,CAREEM RIDE PK 50902,"253.00",,
19/05/2022,19/05/2022,KFC GULBERG LHR 427287,"944.00",,
19/05/2022,19/05/2022,FOODPANDA PK LAHORE 421395,"1,140.00",,
19/05/2022,19/05/2022,TOTAL PARCO LHR 5867,"8,033.00",,
19-May-2022,19-May-2022,CAREEM RIDE PK 44045,"909.00",,
19/05/2022,19/05/2022,DARAZ.PK ORDER 207440,"7,958.00",,
20/05/2022,20/05/2022,POS PURCHASE 7078 METRO CASH CARRY LHR,"4,160.00",,
20/05/2022,20/05/2022,POS PURCHASE 7668 IMTIAZ SUPER MARKET LHR,"7,097.00",,
21-May-2022,21-May-2022,FOODPANDA PK LAHORE 115481,"783.00",,
21/05/2022,21/05/2022,CAREEM RIDE PK 58503,"332.00",,
21/05/2022,21/05/2022,CAREEM RIDE PK 48764,"691.00",,
22/05/2022,22/05/2022,POS PURCHASE 5056 METRO CASH CARRY LHR,"7,319.00",,
22-May-2022,22-May-2022,POS PURCHASE 6737 IMTIAZ SUPER MARKET LHR,"3,045.00",,
22/05/2022,22/05/2022,PIZZA HUT DHA LHR 294571,"2,614.00",,
22/05/2022,22/05/2022,FOODPANDA PK LAHORE 719559,"2,449.00",,
22/05/2022,22/05/2022,KFC GULBERG LHR 486744,"1,895.00",,
23-May-2022,23-May-2022,PIZZA HUT DHA LHR 733178,"1,854.00",,
23/05/2022,23/05/2022,PIZZA HUT DHA LHR 704178,"2,755.00",,
23/05/2022,23/05/2022,FOODPANDA PK LAHORE 608676,"3,037.00",,
24/05/2022,24/05/2022,FOODPANDA PK LAHORE 574767,"569.00",,
24-May-2022,24-May-2022,CHEEZIOUS PK 300460,"2,801.00",,
24/05/2022,24/05/2022,KFC GULBERG LHR 821770,"2,484.00",,
25/05/2022,25/05/2022,POS PURCHASE 2514 AL-FATAH STORE LHR,"8,837.00",,
25/05/2022,25/05/2022,CAREEM RIDE PK 98222,"880.00",,
25-May-2022,25-May-2022,CAREEM RIDE PK 74518,"651.00",,
25/05/2022,25/05/2022,DARAZ.PK ORDER 987379,"6,068.00",,
26/05/2022,26/05/2022,PIZZA HUT DHA LHR 859807,"1,352.00",,
26/05/2022,26/05/2022,TOTAL PARCO LHR 1691,"7,566.00",,
27-May-2022,27-May-2022,POS PURCHASE 3636 METRO CASH CARRY LHR,"8,292.00",,
27/05/2022,27/05/2022,POS PURCHASE 4804 AL-FATAH STORE LHR,"8,225.00",,
27/05/2022,27/05/2022,KFC GULBERG LHR 828939,"981.00",,
27/05/2022,27/05/2022,CAREEM RIDE PK 28561,"301.00",,
27-May-2022,27-May-2022,DARAZ.PK ORDER 975517,"4,687.00",,
28/05/2022,28/05/2022,POS PURCHASE 1958 IMTIAZ SUPER MARKET LHR,"8,964.00",,
28/05/2022,28/05/2022,FOODPANDA PK LAHORE 655058,"1,761.00",,
28/05/2022,28/05/2022,CHEEZIOUS PK 206439,"2,847.00",,
28-May-2022,28-May-2022,CHEEZIOUS PK 540168,"3,058.00",,
28/05/2022,28/05/2022,CAREEM RIDE PK 79918,"341.00",,
29/05/2022,29/05/2022,CHEEZIOUS PK 897732,"806.00",,
29/05/2022,29/05/2022,PIZZA HUT DHA LHR 816231,"1,511.00",,
30-May-2022,30-May-2022,POS PURCHASE 6136 AL-FATAH STORE LHR,"6,065.00",,
30/05/2022,30/05/2022,FOODPANDA PK LAHORE 484996,"762.00",,
30/05/2022,30/05/2022,SHELL FUEL DHA LHR 8327,"4,839.00",,
30/05/2022,30/05/2022,CAREEM RIDE PK 43008,"939.00",,
30-May-2022,30-May-2022,CAREEM RIDE PK 48737,"466.00",,
31/05/2022,31/05/2022,POS PURCHASE 8886 HYPERSTAR LHR,"8,311.00",,
31/05/2022,31/05/2022,POS PURCHASE 5210 IMTIAZ SUPER MARKET LHR,"5,169.00",,
31/05/2022,31/05/2022,POS PURCHASE 3114 HYPERSTAR LHR,"8,404.00",,
31-May-2022,31-May-2022,POS PURCHASE 3140 IMTIAZ SUPER MARKET LHR,"3,923.00",,
31/05/2022,31/05/2022,PIZZA HUT DHA LHR 172567,"2,002.00",,
31/05/2022,31/05/2022,PSO FILLING STATION LHR 7100,"6,409.00",,
31/05/2022,31/05/2022,SHELL FUEL DHA LHR 2083,"7,332.00",,
31-May-2022,31-May-2022,CAREEM RIDE PK 77409,"795.00",,
01/06/2022,01/06/2022,SALARY CREDIT ACME TECH PVT LTD,,"215,000.00",
01/06/2022,01/06/2022,FOODPANDA PK LAHORE 545550,"608.00",,
01/06/2022,01/06/2022,KFC GULBERG LHR 137682,"506.00",,
01-Jun-2022,01-Jun-2022,CAREEM RIDE PK 64144,"917.00",,
01/06/2022,01/06/2022,CAREEM RIDE PK 54585,"340.00",,
02/06/2022,02/06/2022,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/06/2022,02/06/2022,POS PURCHASE 4837 IMTIAZ SUPER MARKET LHR,"6,708.00",,
02-Jun-2022,02-Jun-2022,FOODPANDA PK LAHORE 444884,"1,007.00",,
02/06/2022,02/06/2022,CAREEM RIDE PK 93699,"829.00",,
02/06/2022,02/06/2022,CAREEM RIDE PK 20411,"660.00",,
02/06/2022,02/06/2022,DARAZ.PK ORDER 799683,"1,704.00",,
02-Jun-2022,02-Jun-2022,DARAZ.PK ORDER 376027,"3,516.00",,
03/06/2022,03/06/2022,CHEEZIOUS PK 811695,"1,884.00",,
03/06/2022,03/06/2022,PIZZA HUT DHA LHR 728608,"1,392.00",,
03/06/2022,03/06/2022,KFC GULBERG LHR 232509,"505.00",,
03-Jun-2022,03-Jun-2022,KFC GULBERG LHR 754395,"2,889.00",,
03/06/2022,03/06/2022,CAREEM RIDE PK 15467,"560.00",,
04/06/2022,04/06/2022,POS PURCHASE 7796 HYPERSTAR LHR,"6,932.00",,
04/06/2022,04/06/2022,KFC GULBERG LHR 442336,"2,178.00",,
04-Jun-2022,04-Jun-2022,CAREEM RIDE PK 65123,"867.00",,
04/06/2022,04/06/2022,CAREEM RIDE PK 83565,"785.00",,
05/06/2022,05/06/2022,NETFLIX.COM 8829,"1,499.00",,
06/06/2022,06/06/2022,CHEEZIOUS PK 352446,"2,996.00",,
06-Jun-2022,06-Jun-2022,FOODPANDA PK LAHORE 419285,"2,549.00",,
06/06/2022,06/06/2022,PIZZA HUT DHA LHR 807748,"765.00",,
06/06/2022,06/06/2022,FOODPANDA PK LAHORE 935530,"969.00",,
06/06/2022,06/06/2022,KFC GULBERG LHR 997909,"724.00",,
06-Jun-2022,06-Jun-2022,SHELL FUEL DHA LHR 7486,"4,269.00",,
06/06/2022,06/06/2022,CAREEM RIDE PK 37396,"558.00",,
07/06/2022,07/06/2022,K-ELECTRIC BILL PAYMENT 1LINK,"7,489.00",,
07/06/2022,07/06/2022,POS PURCHASE 6592 AL-FATAH STORE LHR,"4,752.00",,
07-Jun-2022,07-Jun-2022,KFC GULBERG LHR 981607,"804.00",,
07/06/2022,07/06/2022,KFC GULBERG LHR 734194,"1,669.00",,
08/06/2022,08/06/2022,POS PURCHASE 6204 IMTIAZ SUPER MARKET LHR,"2,881.00",,
08/06/2022,08/06/2022,KFC GULBERG LHR 321833,"1,633.00",,
08-Jun-2022,08-Jun-2022,KFC GULBERG LHR 433709,"2,580.00",,
09/06/2022,09/06/2022,CAREEM RIDE PK 25826,"257.00",,
09/06/2022,09/06/2022,CAREEM RIDE PK 13004,"270.00",,
09/06/2022,09/06/2022,CAREEM RIDE PK 57233,"542.00",,
09-Jun-2022,09-Jun-2022,DARAZ.PK ORDER 985423,"5,697.00",,
10/06/2022,10/06/2022,SPOTIFY P1234567,"349.00",,
10/06/2022,10/06/2022,POS PURCHASE 4031 IMTIAZ SUPER MARKET LHR,"4,495.00",,
11/06/2022,11/06/2022,POS PURCHASE 6409 METRO CASH CARRY LHR,"8,576.00",,
11-Jun-2022,11-Jun-2022,CHEEZIOUS PK 633026,"1,611.00",,
12/06/2022,12/06/2022,JAZZ PREPAID LOAD *345,"1,000.00",,
12/06/2022,12/06/2022,SHELL FUEL DHA LHR 1289,"7,642.00",,
12/06/2022,12/06/2022,CAREEM RIDE PK 60954,"483.00",,
13-Jun-2022,13-Jun-2022,POS PURCHASE 7543 HYPERSTAR LHR,"7,926.00",,
13/06/2022,13/06/2022,CHEEZIOUS PK 539668,"2,162.00",,
13/06/2022,13/06/2022,CHEEZIOUS PK 867866,"1,898.00",,
13/06/2022,13/06/2022,PIZZA HUT DHA LHR 300697,"1,497.00",,
13-Jun-2022,13-Jun-2022,PSO FILLING STATION LHR 3485,"5,167.00",,
13/06/2022,13/06/2022,CAREEM RIDE PK 92769,"348.00",,
13/06/2022,13/06/2022,DARAZ.PK ORDER 342265,"7,984.00",,
14/06/2022,14/06/2022,KFC GULBERG LHR 226864,"2,120.00",,
15-Jun-2022,15-Jun-2022,SSGC GAS BILL 1LINK,"4,260.00",,
15/06/2022,15/06/2022,POS PURCHASE 6969 AL-FATAH STORE LHR,"4,132.00",,
16/06/2022,16/06/2022,POS PURCHASE 3454 AL-FATAH STORE LHR,"4,501.00",,
16/06/2022,16/06/2022,POS PURCHASE 1197 HYPERSTAR LHR,"4,991.00",,
16-Jun-2022,16-Jun-2022,FOODPANDA PK LAHORE 351043,"2,528.00",,
16/06/2022,16/06/2022,CAREEM RIDE PK 81220,"575.00",,
17/06/2022,17/06/2022,POS PURCHASE 7777 HYPERSTAR LHR,"6,374.00",,
17/06/2022,17/06/2022,POS PURCHASE 1241 IMTIAZ SUPER MARKET LHR,"7,360.00",,
17-Jun-2022,17-Jun-2022,POS PURCHASE 9581 AL-FATAH STORE LHR,"6,824.00",,
17/06/2022,17/06/2022,KFC GULBERG LHR 314555,"2,763.00",,
18/06/2022,18/06/2022,PTCL BILL 1LINK 0042,"3,100.00",,
18/06/2022,18/06/2022,PIZZA HUT DHA LHR 936456,"2,874.00",,
18-Jun-2022,18-Jun-2022,CAREEM RIDE PK 48331,"910.00",,
18/06/2022,18/06/2022,CAREEM RIDE PK 15135,"432.00",,
19/06/2022,19/06/2022,POS PURCHASE 5227 AL-FATAH STORE LHR,"6,972.00",,
19/06/2022,19/06/2022,FOODPANDA PK LAHORE 599016,"968.00",,
19-Jun-2022,19-Jun-2022,SHELL FUEL DHA LHR 5306,"7,958.00",,
19/06/2022,19/06/2022,CAREEM RIDE PK 75894,"345.00",,
19/06/2022,19/06/2022,CAREEM RIDE PK 27346,"879.00",,
19/06/2022,19/06/2022,CAREEM RIDE PK 84373,"450.00",,
19-Jun-2022,19-Jun-2022,CAREEM RIDE PK 88844,"857.00",,
19/06/2022,19/06/2022,CAREEM RIDE PK 94139,"752.00",,
20/06/2022,20/06/2022,POS PURCHASE 9854 METRO CASH CARRY LHR,"3,966.00",,
20/06/2022,20/06/2022,POS PURCHASE 4250 HYPERSTAR LHR,"7,776.00",,
20-Jun-2022,20-Jun-2022,POS PURCHASE 9493 METRO CASH CARRY LHR,"4,090.00",,
20/06/2022,20/06/2022,PSO FILLING STATION LHR 4586,"5,387.00",,
21/06/2022,21/06/2022,POS PURCHASE 6717 IMTIAZ SUPER MARKET LHR,"8,546.00",,
21/06/2022,21/06/2022,POS PURCHASE 2648 HYPERSTAR LHR,"7,567.00",,
21-Jun-2022,21-Jun-2022,FOODPANDA PK LAHORE 322932,"1,028.00",,
21/06/2022,21/06/2022,PIZZA HUT DHA LHR 871429,"1,440.00",,
21/06/2022,21/06/2022,PIZZA HUT DHA LHR 658696,"554.00",,
21/06/2022,21/06/2022,FOODPANDA PK LAHORE 588540,"1,897.00",,
22-Jun-2022,22-Jun-2022,POS PURCHASE 7622 METRO CASH CARRY LHR,"2,865.00",,
22/06/2022,22/06/2022,CHEEZIOUS PK 175463,"1,948.00",,
22/06/2022,22/06/2022,CAREEM RIDE PK 71012,"725.00",,
22/06/2022,22/06/2022,CAREEM RIDE PK 46576,"484.00",,
22-Jun-2022,22-Jun-2022,DARAZ.PK ORDER 361608,"7,078.00",,
23/06/2022,23/06/2022,CAREEM RIDE PK 77770,"754.00",,
24/06/2022,24/06/2022,POS PURCHASE 1228 IMTIAZ SUPER MARKET LHR,"8,658.00",,
24/06/2022,24/06/2022,POS PURCHASE 8100 HYPERSTAR LHR,"7,664.00",,
24-Jun-2022,24-Jun-2022,POS PURCHASE 7101 IMTIAZ SUPER MARKET LHR,"6,895.00",,
24/06/2022,24/06/2022,FOODPANDA PK LAHORE 182096,"1,031.00",,
24/06/2022,24/06/2022,KFC GULBERG LHR 421263,"765.00",,
24/06/2022,24/06/2022,KFC GULBERG LHR 410848,"699.00",,
24-Jun-2022,24-Jun-2022,FOODPANDA PK LAHORE 171654,"2,814.00",,
25/06/2022,25/06/2022,DARAZ.PK ORDER 720987,"2,523.00",,
25/06/2022,25/06/2022,ATM WITHDRAWAL 4077 GULBERG LHR,"16,840.00",,
27/06/2022,27/06/2022,POS PURCHASE 9884 AL-FATAH STORE LHR,"2,691.00",,
27-Jun-2022,27-Jun-2022,POS PURCHASE 8241 AL-FATAH STORE LHR,"4,300.00",,
27/06/2022,27/06/2022,CHEEZIOUS PK 823970,"2,371.00",,
27/06/2022,27/06/2022,PIZZA HUT DHA LHR 756015,"3,099.00",,
27/06/2022,27/06/2022,KFC GULBERG LHR 418342,"1,197.00",,
27-Jun-2022,27-Jun-2022,CAREEM RIDE PK 84060,"358.00",,
28/06/2022,28/06/2022,POS PURCHASE 6712 HYPERSTAR LHR,"6,308.00",,
28/06/2022,28/06/2022,PSO FILLING STATION LHR 8023,"5,187.00",,
28/06/2022,28/06/2022,PSO FILLING STATION LHR 1740,"5,739.00",,
29-Jun-2022,29-Jun-2022,POS PURCHASE 1219 METRO CASH CARRY LHR,"2,902.00",,
29/06/2022,29/06/2022,POS PURCHASE 4270 METRO CASH CARRY LHR,"7,009.00",,
29/06/2022,29/06/2022,PSO FILLING STATION LHR 3491,"6,126.00",,
30/06/2022,30/06/2022,POS PURCHASE 2428 IMTIAZ SUPER MARKET LHR,"5,594.00",,
30-Jun-2022,30-Jun-2022,CHEEZIOUS PK 905578,"1,061.00",,
30/06/2022,30/06/2022,SHELL FUEL DHA LHR 8953,"5,748.00",,
30/06/2022,30/06/2022,DARAZ.PK ORDER 929067,"4,074.00",,
01/07/2022,01/07/2022,SALARY CREDIT ACME TECH PVT LTD,,"215,000.00",
01-Jul-2022,01-Jul-2022,POS PURCHASE 7298 IMTIAZ SUPER MARKET LHR,"2,445.00",,
01/07/2022,01/07/2022,POS PURCHASE 3059 IMTIAZ SUPER MARKET LHR,"5,997.00",,
01/07/2022,01/07/2022,KFC GULBERG LHR 407719,"1,441.00",,
01/07/2022,01/07/2022,SHELL FUEL DHA LHR 9988,"4,792.00",,
01-Jul-2022,01-Jul-2022,CAREEM RIDE PK 83978,"815.00",,
01/07/2022,01/07/2022,CAREEM RIDE PK 50136,"828.00",,
02/07/2022,02/07/2022,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/07/2022,02/07/2022,POS PURCHASE 2743 IMTIAZ SUPER MARKET LHR,"8,444.00",,
02-Jul-2022,02-Jul-2022,CHEEZIOUS PK 158311,"891.00",,
02/07/2022,02/07/2022,TOTAL PARCO LHR 5147,"4,728.00",,
03/07/2022,03/07/2022,POS PURCHASE 8090 AL-FATAH STORE LHR,"8,221.00",,
03/07/2022,03/07/2022,FOODPANDA PK LAHORE 513084,"586.00",,
03-Jul-2022,03-Jul-2022,PSO FILLING STATION LHR 5618,"6,890.00",,
04/07/2022,04/07/2022,CAREEM RIDE PK 32870,"418.00",,
05/07/2022,05/07/2022,NETFLIX.COM 8829,"1,499.00",,
05/07/2022,05/07/2022,POS PURCHASE 2338 HYPERSTAR LHR,"1,872.00",,
05-Jul-2022,05-Jul-2022,KFC GULBERG LHR 663306,"1,194.00",,
05/07/2022,05/07/2022,KFC GULBERG LHR 351575,"3,171.00",,
05/07/2022,05/07/2022,PIZZA HUT DHA LHR 926161,"1,860.00",,
06/07/2022,06/07/2022,POS PURCHASE 1500 IMTIAZ SUPER MARKET LHR,"7,907.00",,
06-Jul-2022,06-Jul-2022,POS PURCHASE 8089 AL-FATAH STORE LHR,"5,310.00",,
06/07/2022,06/07/2022,FOODPANDA PK LAHORE 685334,"1,979.00",,
06/07/2022,06/07/2022,FOODPANDA PK LAHORE 723843,"2,011.00",,
06/07/2022,06/07/2022,KFC GULBERG LHR 789806,"2,721.00",,
06-Jul-2022,06-Jul-2022,DARAZ.PK ORDER 494314,"4,466.00",,
06/07/2022,06/07/2022,ATM WITHDRAWAL 9990 GULBERG LHR,"20,337.00",,
07/07/2022,07/07/2022,K-ELECTRIC BILL PAYMENT 1LINK,"9,705.00",,
07/07/2022,07/07/2022,PIZZA HUT DHA LHR 835865,"1,138.00",,
07-Jul-2022,07-Jul-2022,KFC GULBERG LHR 918556,"927.00",,
07/07/2022,07/07/2022,CAREEM RIDE PK 11359,"496.00",,
07/07/2022,07/07/2022,CAREEM RIDE PK 42297,"887.00",,
08/07/2022,08/07/2022,POS PURCHASE 4431 HYPERSTAR LHR,"8,898.00",,
08-Jul-2022,08-Jul-2022,POS PURCHASE 5931 IMTIAZ SUPER MARKET LHR,"8,077.00",,
08/07/2022,08/07/2022,POS PURCHASE 3128 IMTIAZ SUPER MARKET LHR,"5,356.00",,
08/07/2022,08/07/2022,POS PURCHASE 3793 AL-FATAH STORE LHR,"4,222.00",,
08/07/2022,08/07/2022,CHEEZIOUS PK 646484,"2,260.00",,
08-Jul-2022,08-Jul-2022,CAREEM RIDE PK 88771,"385.00",,
08/07/2022,08/07/2022,CAREEM RIDE PK 44206,"464.00",,
08/07/2022,08/07/2022,CAREEM RIDE PK 19206,"322.00",,
08/07/2022,08/07/2022,DARAZ.PK ORDER 506157,"8,652.00",,
09-Jul-2022,09-Jul-2022,KFC GULBERG LHR 812840,"2,011.00",,
10/07/2022,10/07/2022,SPOTIFY P1234567,"349.00",,
10/07/2022,10/07/2022,POS PURCHASE 9338 IMTIAZ SUPER MARKET LHR,"3,211.00",,
10/07/2022,10/07/2022,POS PURCHASE 7395 METRO CASH CARRY LHR,"4,177.00",,
10-Jul-2022,10-Jul-2022,FOODPANDA PK LAHORE 414047,"1,068.00",,
11/07/2022,11/07/2022,FOODPANDA PK LAHORE 719199,"1,982.00",,
12/07/2022,12/07/2022,JAZZ PREPAID LOAD *345,"1,000.00",,
12/07/2022,12/07/2022,POS PURCHASE 2708 METRO CASH CARRY LHR,"7,571.00",,
12-Jul-2022,12-Jul-2022,POS PURCHASE 7819 IMTIAZ SUPER MARKET LHR,"3,078.00",,
12/07/2022,12/07/2022,CHEEZIOUS PK 516660,"1,108.00",,
12/07/2022,12/07/2022,FOODPANDA PK LAHORE 211287,"796.00",,
12/07/2022,12/07/2022,PIZZA HUT DHA LHR 423339,"848.00",,
12-Jul-2022,12-Jul-2022,CAREEM RIDE PK 83598,"577.00",,
13/07/2022,13/07/2022,FOODPANDA PK LAHORE 324261,"1,862.00",,
13/07/2022,13/07/2022,FOODPANDA PK LAHORE 199891,"3,148.00",,
13/07/2022,13/07/2022,SHELL FUEL DHA LHR 3385,"8,156.00",,
14-Jul-2022,14-Jul-2022,PIZZA HUT DHA LHR 491396,"1,952.00",,
15/07/2022,15/07/2022,SSGC GAS BILL 1LINK,"3,151.00",,
15/07/2022,15/07/2022,POS PURCHASE 1977 METRO CASH CARRY LHR,"6,016.00",,
15/07/2022,15/07/2022,FOODPANDA PK LAHORE 288939,"893.00",,
15-Jul-2022,15-Jul-2022,FOODPANDA PK LAHORE 830840,"831.00",,
15/07/2022,15/07/2022,DARAZ.PK ORDER 284178,"4,547.00",,
16/07/2022,16/07/2022,POS PURCHASE 9580 HYPERSTAR LHR,"2,382.00",,
16/07/2022,16/07/2022,POS PURCHASE 8906 METRO CASH CARRY LHR,"7,389.00",,
16-Jul-2022,16-Jul-2022,PIZZA HUT DHA LHR 776992,"2,579.00",,
17/07/2022,17/07/2022,POS PURCHASE 6723 IMTIAZ SUPER MARKET LHR,"4,881.00",,
17/07/2022,17/07/2022,CAREEM RIDE PK 21931,"517.00",,
18/07/2022,18/07/2022,PTCL BILL 1LINK 0042,"3,100.00",,
18-Jul-2022,18-Jul-2022,FOODPANDA PK LAHORE 185537,"1,705.00",,
18/07/2022,18/07/2022,CHEEZIOUS PK 751778,"567.00",,
18/07/2022,18/07/2022,CHEEZIOUS PK 336097,"2,704.00",,
18/07/2022,18/07/2022,CAREEM RIDE PK 60388,"422.00",,
18-Jul-2022,18-Jul-2022,CAREEM RIDE PK 86103,"716.00",,
19/07/2022,19/07/2022,POS PURCHASE 6823 HYPERSTAR LHR,"3,020.00",,
19/07/2022,19/07/2022,POS PURCHASE 8666 IMTIAZ SUPER MARKET LHR,"1,542.00",,
19/07/2022,19/07/2022,CHEEZIOUS PK 944858,"1,302.00",,
19-Jul-2022,19-Jul-2022,CHEEZIOUS PK 694899,"2,881.00",,
19/07/2022,19/07/2022,CAREEM RIDE PK 41593,"927.00",,
20/07/2022,20/07/2022,FOODPANDA PK LAHORE 675937,"1,523.00",,
21/07/2022,21/07/2022,POS PURCHASE 5450 AL-FATAH STORE LHR,"8,571.00",,
21-Jul-2022,21-Jul-2022,FOODPANDA PK LAHORE 441847,"2,006.00",,
21/07/2022,21/07/2022,PIZZA HUT DHA LHR 849846,"2,628.00",,
22/07/2022,22/07/2022,POS PURCHASE 9020 IMTIAZ SUPER MARKET LHR,"5,394.00",,
22/07/2022,22/07/2022,SHELL FUEL DHA LHR 6132,"5,248.00",,
22-Jul-2022,22-Jul-2022,CAREEM RIDE PK 14585,"833.00",,
22/07/2022,22/07/2022,CAREEM RIDE PK 96263,"783.00",,
22/07/2022,22/07/2022,CAREEM RIDE PK 23343,"317.00",,
23/07/2022,23/07/2022,SHELL FUEL DHA LHR 1931,"5,062.00",,
23-Jul-2022,23-Jul-2022,CAREEM RIDE PK 87271,"698.00",,
23/07/2022,23/07/2022,DARAZ.PK ORDER 761222,"1,680.00",,
24/07/2022,24/07/2022,CAREEM RIDE PK 55940,"352.00",,
25/07/2022,25/07/2022,POS PURCHASE 6203 AL-FATAH STORE LHR,"8,760.00",,
25-Jul-2022,25-Jul-2022,POS PURCHASE 1276 IMTIAZ SUPER MARKET LHR,"8,317.00",,
25/07/2022,25/07/2022,CHEEZIOUS PK 648905,"876.00",,
25/07/2022,25/07/2022,KFC GULBERG LHR 147493,"2,410.00",,
25/07/2022,25/07/2022,PSO FILLING STATION LHR 4138,"5,346.00",,
25-Jul-2022,25-Jul-2022,CAREEM RIDE PK 32152,"500.00",,
25/07/2022,25/07/2022,CAREEM RIDE PK 25209,"792.00",,
27/07/2022,27/07/2022,KFC GULBERG LHR 162741,"1,412.00",,
27/07/2022,27/07/2022,CAREEM RIDE PK 57212,"888.00",,
28-Jul-2022,28-Jul-2022,CAREEM RIDE PK 98760,"538.00",,
29/07/2022,29/07/2022,POS PURCHASE 8993 AL-FATAH STORE LHR,"8,571.00",,
29/07/2022,29/07/2022,POS PURCHASE 8202 METRO CASH CARRY LHR,"4,110.00",,
30/07/2022,30/07/2022,KFC GULBERG LHR 361929,"1,191.00",,
30-Jul-2022,30-Jul-2022,CHEEZIOUS PK 569932,"1,092.00",,
30/07/2022,30/07/2022,PIZZA HUT DHA LHR 993755,"2,448.00",,
30/07/2022,30/07/2022,CAREEM RIDE PK 25802,"603.00",,
01/08/2022,01/08/2022,SALARY CREDIT ACME TECH PVT LTD,,"215,000.00",
01-Aug-2022,01-Aug-2022,SHELL FUEL DHA LHR 7012,"6,665.00",,
01/08/2022,01/08/2022,CAREEM RIDE PK 58328,"419.00",,
01/08/2022,01/08/2022,CAREEM RIDE PK 85937,"373.00",,
01/08/2022,01/08/2022,DARAZ.PK ORDER 747915,"4,213.00",,
02-Aug-2022,02-Aug-2022,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/08/2022,02/08/2022,POS PURCHASE 6547 METRO CASH CARRY LHR,"6,693.00",,
02/08/2022,02/08/2022,POS PURCHASE 9060 AL-FATAH STORE LHR,"4,380.00",,
03/08/2022,03/08/2022,POS PURCHASE 9837 IMTIAZ SUPER MARKET LHR,"1,620.00",,
03-Aug-2022,03-Aug-2022,CHEEZIOUS PK 236802,"1,795.00",,
04/08/2022,04/08/2022,POS PURCHASE 1984 AL-FATAH STORE LHR,"5,516.00",,
04/08/2022,04/08/2022,CAREEM RIDE PK 62475,"774.00",,
05/08/2022,05/08/2022,NETFLIX.COM 8829,"1,499.00",,
05-Aug-2022,05-Aug-2022,POS PURCHASE 6093 HYPERSTAR LHR,"7,932.00",,
05/08/2022,05/08/2022,POS PURCHASE 9382 AL-FATAH STORE LHR,"5,004.00",,
05/08/2022,05/08/2022,PIZZA HUT DHA LHR 218070,"977.00",,
05/08/2022,05/08/2022,CHEEZIOUS PK 166626,"1,697.00",,
05-Aug-2022,05-Aug-2022,PSO FILLING STATION LHR 4464,"5,647.00",,
05/08/2022,05/08/2022,CAREEM RIDE PK 90439,"407.00",,
06/08/2022,06/08/2022,POS PURCHASE 2412 AL-FATAH STORE LHR,"8,107.00",,
06/08/2022,06/08/2022,POS PURCHASE 5879 AL-FATAH STORE LHR,"8,059.00",,
06-Aug-2022,06-Aug-2022,FOODPANDA PK LAHORE 584339,"2,885.00",,
06/08/2022,06/08/2022,SHELL FUEL DHA LHR 4748,"5,776.00",,
07/08/2022,07/08/2022,K-ELECTRIC BILL PAYMENT 1LINK,"12,994.00",,
07/08/2022,07/08/2022,POS PURCHASE 3739 HYPERSTAR LHR,"1,952.00",,
07-Aug-2022,07-Aug-2022,CAREEM RIDE PK 19513,"933.00",,
07/08/2022,07/08/2022,CAREEM RIDE PK 75299,"858.00",,
08/08/2022,08/08/2022,CHEEZIOUS PK 304446,"1,734.00",,
08/08/2022,08/08/2022,PIZZA HUT DHA LHR 236454,"1,854.00",,
08-Aug-2022,08-Aug-2022,CHEEZIOUS PK 239149,"2,935.00",,
08/08/2022,08/08/2022,CHEEZIOUS PK 139055,"650.00",,
08/08/2022,08/08/2022,ATM WITHDRAWAL 3687 GULBERG LHR,"11,615.00",,
